customer_id,name,email,city,state,country,signup_date,age,gender
CUST_00032,Julia Torres,jeffreykeller@example.com,Joshualand,Wyoming,USA,2023-06-05,42,M
CUST_00033,Jordan Frazier,sheila14@example.org,Benjaminchester,Minnesota,USA,2023-08-05,53,F
CUST_00034,Jessica Joyce,cruzbarbara@example.com,Lake Ryanhaven,Ohio,USA,2024-07-19,71,Other
CUST_00035,Natalie Lambert,ryan59@example.com,Lake Rachelhaven,Maryland,USA,2024-06-17,57,F
CUST_00036,James Phillips,jamesortega@example.com,New Ashley,Montana,USA,2024-06-01,54,M
CUST_00037,Elizabeth Clark,steven73@example.net,Leonburgh,Texas,USA,2024-03-01,63,M
CUST_00038,Matthew Harvey,cardenaskaren@example.net,Jeffreyborough,Georgia,USA,2023-03-07,20,Other
CUST_00039,William Carr,gibsonolivia@example.net,Lake Heather,New York,USA,2023-01-19,32,F
CUST_00040,Matthew Smith,osbornejeffery@example.net,Williamsbury,Delaware,USA,2023-11-07,23,M
CUST_00041,John Schmidt,stephanie79@example.net,Rivasside,New Hampshire,USA,2023-12-21,73,M
CUST_00042,Scott Cole,maryramirez@example.net,Simsview,New Hampshire,USA,2024-11-27,42,F
CUST_00043,Cynthia Rogers,taylorjesse@example.net,Lake Jason,Nebraska,USA,2023-03-02,47,Other
CUST_00044,John Brown,xprice@example.net,Port Nicoleshire,Missouri,USA,2023-11-13,71,F
CUST_00045,Guy Molina,vmedina@example.net,South Jeffrey,Nevada,USA,2024-01-06,28,F
CUST_00046,George Shelton,dramsey@example.org,South Brittanytown,Colorado,USA,2024-01-13,40,M
CUST_00047,Sean White,nicholas37@example.com,Kathleenfurt,Louisiana,USA,2024-05-14,60,F
CUST_00048,Jennifer Conley,ismith@example.org,Jeffreyland,Wyoming,USA,2024-08-07,62,Other
CUST_00049,Andre Wright,howelljohn@example.com,New Staciemouth,Vermont,USA,2024-05-21,59,M
CUST_00050,Carol Lawson,stricklandfrank@example.com,New Anthonyport,Oregon,USA,2023-07-19,56,Other
CUST_00051,Jaime David,charlesvaughn@example.net,North Heidi,Maryland,USA,2024-06-10,28,Other
CUST_00052,Renee Hogan,reedross@example.com,New Deborahtown,Nebraska,USA,2024-10-22,64,M
CUST_00053,Jeffrey Cox PhD,bzimmerman@example.org,Christinaside,Wyoming,USA,2024-09-30,28,F
CUST_00054,Roger Vargas,melissa14@example.com,Port Steven,South Carolina,USA,2024-01-11,42,F
CUST_00055,Allen Rosales,tonykelly@example.com,Joshuaview,Oklahoma,USA,2024-06-02,58,Other
CUST_00056,Cheryl Allen,wfreeman@example.org,Brewerfort,New Hampshire,USA,2023-01-08,53,M
CUST_00057,Edward Sullivan,kevinperkins@example.com,Ronaldside,Michigan,USA,2024-09-07,61,F
CUST_00058,Denise King,griffithleslie@example.net,East Javier,New Mexico,USA,2023-10-01,71,M
CUST_00059,Vanessa Warren,tina34@example.org,Harrytown,Virginia,USA,2023-08-03,32,M
CUST_00060,Angel Brown,heidi27@example.org,New Justinfort,New Hampshire,USA,2024-02-19,69,F
CUST_00061,Anthony Everett,ewilson@example.com,Joneston,Georgia,USA,2023-09-22,43,F
CUST_00062,Tiffany Miller,davidduran@example.net,Port Alexandra,New Hampshire,USA,2023-04-26,22,M
CUST_00063,Scott Branch,ashley09@example.net,Port Jaredborough,Kentucky,USA,2024-12-06,54,Other
CUST_00064,David Arnold,aaronhayes@example.net,Carterbury,Maine,USA,2024-05-27,38,M
CUST_00065,Scott Jones,sandrafrench@example.net,South Danny,Iowa,USA,2024-07-03,59,F
CUST_00066,Derek Thomas,martinkyle@example.net,Scottmouth,Vermont,USA,2024-05-18,43,Other
CUST_00067,Terri Mason,mkim@example.org,Navarroview,Alaska,USA,2023-08-25,47,M
CUST_00068,Michael Valencia,keyemily@example.com,Port Katelynfort,North Dakota,USA,2023-03-12,34,M
CUST_00069,Donald Shea,fwalters@example.org,Baileymouth,Massachusetts,USA,2024-05-21,33,Other
CUST_00070,Christopher Jenkins,zroberts@example.net,South Christopherview,Massachusetts,USA,2024-06-04,53,Other
CUST_00071,Jennifer Robertson,sandovalamy@example.com,East Aprilfort,South Dakota,USA,2023-04-01,34,Other
CUST_00072,Christina Dunn,samuel71@example.org,Lake Eric,Oklahoma,USA,2023-12-10,55,F
CUST_00073,Anna Gay,murraydavid@example.org,Cantuport,North Carolina,USA,2023-01-11,75,Other
CUST_00074,Ruben Baird,stephenthomas@example.org,Port Chad,Wyoming,USA,2024-07-01,43,F
CUST_00075,Gina French,lori44@example.net,Grimesmouth,Ohio,USA,2024-09-05,32,M
CUST_00076,Juan Daniels,mcantu@example.net,New Patrick,Wyoming,USA,2024-01-12,50,F
CUST_00077,Patrick Thornton,qhughes@example.net,South Tammie,Florida,USA,2023-11-16,23,M
CUST_00078,Evelyn Garcia,dgarcia@example.org,South Monica,Georgia,USA,2024-01-26,73,M
CUST_00079,Wayne Morgan,vsantos@example.net,Finleyfort,Ohio,USA,2023-02-28,27,Other
CUST_00080,Cynthia Cohen,wendy16@example.org,South Garrettport,Alaska,USA,2023-01-28,28,Other
CUST_00081,Anthony Howard,hthomas@example.com,East Gregory,South Carolina,USA,2023-02-05,45,Other
CUST_00082,Michael Jimenez,jesselittle@example.com,Elizabethmouth,Maine,USA,2024-11-07,22,F
CUST_00083,Angela Landry,danielle64@example.com,Jamesfurt,New Mexico,USA,2024-06-10,42,Other
CUST_00084,Kenneth Andrews,andrew64@example.org,New Julieport,Wyoming,USA,2023-03-24,47,Other
CUST_00085,Robert Robinson,christinebyrd@example.net,Lake Colton,South Dakota,USA,2024-09-12,34,Other
CUST_00086,Richard Johnson,jessica14@example.com,Thompsonberg,Ohio,USA,2024-05-17,73,M
CUST_00087,Kiara Mcintyre,jonathansummers@example.com,Juliemouth,Delaware,USA,2024-11-11,61,Other
CUST_00088,Brenda Levy,zcoffey@example.net,Christopherfurt,Alabama,USA,2023-12-30,25,Other
CUST_00089,Jordan Chambers,brenda51@example.net,South Angel,Oklahoma,USA,2023-07-25,74,Other
CUST_00090,Connie Brown,tblankenship@example.net,Wilsonton,Arizona,USA,2023-09-12,66,F
CUST_00091,Audrey Young DDS,qchavez@example.net,Matthewsberg,Nebraska,USA,2023-08-25,67,Other
CUST_00092,John Russell,antonio53@example.com,Sampsonstad,Connecticut,USA,2024-05-23,39,M
CUST_00093,Steven Newman,sandersjames@example.org,Davisborough,Tennessee,USA,2024-06-16,36,F
CUST_00094,Alison Buchanan,vanessabuchanan@example.org,Port Kathyborough,Pennsylvania,USA,2024-05-11,28,F
CUST_00095,Crystal Schroeder,ramireztracey@example.org,Laurenville,Texas,USA,2023-06-17,18,Other
CUST_00096,Adrian Tyler,briannasmith@example.com,East Judyhaven,Delaware,USA,2024-11-03,74,Other
CUST_00097,Jerome Cox,hayesjeffrey@example.net,Lake Kristahaven,Maryland,USA,2024-08-02,34,Other
CUST_00098,Amanda Lutz,gsimmons@example.com,Jonesland,Massachusetts,USA,2023-12-22,66,M
CUST_00099,Cameron Weber,oscar98@example.com,Wagnerchester,Connecticut,USA,2024-04-17,50,M
CUST_00100,Sarah Curtis,russellbeasley@example.com,Mariafurt,Nebraska,USA,2024-09-08,73,Other
CUST_00101,Jeffery Ortega,stephanie71@example.org,North Ryanstad,Florida,USA,2024-07-20,37,Other
CUST_00102,Tyler Hoffman,jenkinsmorgan@example.com,West Carolinestad,Connecticut,USA,2024-03-08,50,Other
CUST_00103,Brittney Olson,bellangela@example.org,Audreychester,Oklahoma,USA,2024-03-24,30,M
CUST_00104,Lisa Day,lynchdiane@example.net,Anthonyview,Vermont,USA,2024-08-19,41,M
CUST_00105,Gerald Smith,ashleymorales@example.org,North Julieborough,Missouri,USA,2024-08-15,52,Other
CUST_00106,Christopher Collins,kimberly99@example.org,East Ericton,Utah,USA,2023-11-23,18,Other
CUST_00107,Matthew Tucker,nperry@example.net,West Russellport,Utah,USA,2023-03-05,38,F
CUST_00108,Kelsey Parker,randallgreene@example.org,West Sierra,Wyoming,USA,2024-06-10,19,M
CUST_00109,Donna Wilson,lburgess@example.org,Patelbury,North Carolina,USA,2023-04-17,41,F
CUST_00110,Renee Jones,grahamsteve@example.org,Barbarashire,Montana,USA,2024-03-09,33,M
CUST_00111,Donna Sullivan,george97@example.net,Christopherville,Kansas,USA,2024-07-05,33,Other
CUST_00112,Kelly Foster,julie35@example.org,New Cynthiahaven,North Carolina,USA,2023-12-05,23,M
CUST_00113,Hannah Luna,joelthomas@example.org,New Eric,Wisconsin,USA,2023-05-31,64,F
CUST_00114,Trevor Burton,wwebster@example.net,Maldonadoshire,Tennessee,USA,2024-05-24,70,M
CUST_00115,Mrs. Tricia Stewart,cjones@example.net,Laurashire,Arkansas,USA,2024-05-08,66,Other
CUST_00116,Emily Hayes,woodjustin@example.net,New Brookefurt,New Jersey,USA,2023-10-01,67,M
CUST_00117,Rebecca Huang,kstout@example.net,West Cassidy,North Carolina,USA,2024-03-26,26,Other
CUST_00118,Joanna Shepherd,toni18@example.net,North John,New Hampshire,USA,2023-04-28,48,Other
CUST_00119,Lisa Cox,paul59@example.org,Cameronville,Oklahoma,USA,2023-12-08,28,F
CUST_00120,David York,mathewaguilar@example.org,Kylefurt,Florida,USA,2024-06-10,51,Other
CUST_00121,Angela Hansen,lisa81@example.net,Romerotown,Mississippi,USA,2024-04-07,45,M
CUST_00122,Daniel Meza,ilee@example.org,West Meganville,North Carolina,USA,2023-08-28,52,Other
CUST_00123,Nancy Rose,nancy92@example.net,Mooreburgh,Vermont,USA,2024-08-21,62,M
CUST_00124,Stephanie Griffith,jenkinserica@example.org,Bishopmouth,Iowa,USA,2024-08-21,63,F
CUST_00125,Vincent Mueller,michealvalentine@example.com,Hammondfurt,North Carolina,USA,2024-02-19,43,Other
CUST_00126,Christopher Gonzalez,moniquewilliams@example.com,Angelaville,Virginia,USA,2024-02-14,59,F
CUST_00127,Belinda Miller,joshuawhitehead@example.org,Davisbury,New Hampshire,USA,2024-10-19,46,Other
CUST_00128,Alexander Brown,joe15@example.org,West Sarahmouth,Georgia,USA,2024-11-18,46,M
CUST_00129,Thomas Kennedy,katherineharrison@example.net,North Andrewborough,Georgia,USA,2023-04-17,33,M
CUST_00130,Lisa Henderson,john10@example.org,Fowlermouth,California,USA,2024-03-02,22,F
CUST_00131,Kathryn Herrera,jennifercarter@example.org,Johnchester,Idaho,USA,2023-03-28,19,Other
CUST_00132,Kelly Ward,myerstheodore@example.net,Zavalaview,West Virginia,USA,2024-05-31,53,M
CUST_00133,Austin Allen,ingramjill@example.com,North Michael,Michigan,USA,2023-01-13,55,M
CUST_00134,Sandra Cohen,zwelch@example.org,Lake Kimberlymouth,Arizona,USA,2024-09-23,18,M
CUST_00135,Rick Blackwell,sarah86@example.net,Kingborough,Maine,USA,2023-08-16,63,Other
CUST_00136,Amber Rios,david56@example.com,Klinefurt,Michigan,USA,2023-10-05,21,M
CUST_00137,Jonathan Glass MD,acostachristian@example.net,New Kelly,Connecticut,USA,2023-05-26,22,M
CUST_00138,Edward Griffin,cjackson@example.com,Williamsstad,South Carolina,USA,2023-03-04,73,F
CUST_00139,William Gould,lambertrichard@example.net,North Douglas,Rhode Island,USA,2023-12-04,22,Other
CUST_00140,Amanda Jones,michael90@example.net,Lake Shannon,Mississippi,USA,2024-06-10,33,F
CUST_00141,Billy Taylor,raymond43@example.org,Lake Jacobhaven,Missouri,USA,2023-10-16,60,F
CUST_00142,Deborah Green,nlewis@example.com,Gonzalezberg,California,USA,2024-12-10,31,Other
CUST_00143,Micheal Osborn,elizabeth18@example.net,Patriciaburgh,Virginia,USA,2023-12-18,26,Other
CUST_00144,Marcia Leon,davidharris@example.org,Port Troy,Mississippi,USA,2024-07-05,74,Other
CUST_00145,Julie Bird,cherylmiller@example.com,Keyfort,North Dakota,USA,2024-03-06,54,F
CUST_00146,Samantha Jones,dawn77@example.net,Davidside,South Dakota,USA,2023-11-16,33,F
CUST_00147,Vincent Reynolds,guerraapril@example.com,East Marcus,Virginia,USA,2024-04-01,69,F
CUST_00148,Todd Jacobson,kingcynthia@example.net,Davidport,South Carolina,USA,2023-06-25,30,M
CUST_00149,Martin Vargas,georgeweber@example.net,Meganshire,Arizona,USA,2024-02-19,24,Other
CUST_00150,Angela Fry,debra96@example.net,South Pamelaside,Maine,USA,2024-10-02,45,F
CUST_00151,Karen Ballard,eevans@example.net,East Scottfort,New Jersey,USA,2024-05-13,45,F
CUST_00152,Charles Hensley,jessica56@example.org,Zacharyville,Massachusetts,USA,2023-06-08,47,Other
CUST_00153,Derek Wright,williamssonia@example.net,Wrightburgh,Massachusetts,USA,2023-07-07,21,Other
CUST_00154,Emily Hines,dferrell@example.com,Tylerland,Montana,USA,2024-12-26,59,Other
CUST_00155,David Aguilar,williamstroy@example.net,Mitchelltown,Connecticut,USA,2024-01-28,24,M
CUST_00156,Dennis Diaz,zdiaz@example.org,West Angela,California,USA,2023-12-01,43,Other
CUST_00157,Pamela Ramirez,andersoncolin@example.com,Angelastad,Wisconsin,USA,2023-10-28,39,M
CUST_00158,Jordan Porter,williamsjennifer@example.com,Hernandezhaven,Florida,USA,2023-04-23,33,M
CUST_00159,Emily Long,brittney88@example.net,Ericksonport,New Mexico,USA,2023-09-12,30,Other
CUST_00160,Gary Rodriguez,ysilva@example.net,New Thomasshire,Oregon,USA,2024-09-25,46,M
CUST_00161,Lauren Jackson,rhernandez@example.org,New Stacyville,Illinois,USA,2023-06-26,45,M
CUST_00162,Jason Gutierrez,roberthampton@example.com,Lake Devinborough,Oklahoma,USA,2023-01-15,35,F
CUST_00163,Mrs. Jamie Frye DDS,amy49@example.com,East Joshua,Maryland,USA,2023-09-10,33,M
CUST_00164,Vickie Wise,hannahburns@example.com,Annview,Maine,USA,2023-06-24,46,Other
CUST_00165,Kimberly Huang,xcardenas@example.org,Bobbyland,Minnesota,USA,2023-04-05,24,M
CUST_00166,David Mendoza,marianelson@example.net,Derrickshire,Kansas,USA,2024-12-18,59,Other
CUST_00167,Taylor Perez,briangutierrez@example.net,Garciaberg,Alabama,USA,2023-07-08,71,M
CUST_00168,Brooke Delgado,mwoods@example.com,Justinton,Wyoming,USA,2024-03-03,23,M
CUST_00169,Crystal Rodgers,gentrygregory@example.org,Port Randyfort,Idaho,USA,2023-03-11,28,F
CUST_00170,Shelia Roberts,smithashley@example.org,Justinside,North Dakota,USA,2024-12-28,49,F
CUST_00171,Brandi Gordon,james15@example.org,Wongburgh,Alabama,USA,2024-01-19,31,F
CUST_00172,Edward Craig,gregorychase@example.com,Robertsonland,Montana,USA,2024-07-26,75,M
CUST_00173,William Woods,adamreyes@example.com,Stephanieport,Pennsylvania,USA,2024-06-03,28,F
CUST_00174,Deborah Ward,bryanwilson@example.com,South Gina,Virginia,USA,2024-07-15,18,F
CUST_00175,Bruce Hendricks,michael33@example.org,Hernandezstad,Nebraska,USA,2024-08-20,34,F
CUST_00176,Kaitlin Medina,kathleenbecker@example.net,New Seanstad,California,USA,2024-06-29,36,F
CUST_00177,Amy Kelley,ashleyhernandez@example.com,Wilsonborough,Virginia,USA,2024-12-13,62,Other
CUST_00178,Steven Griffin Jr.,williambryant@example.org,Chambersport,Washington,USA,2024-03-28,68,Other
CUST_00179,Robert Reese,williamsmelvin@example.org,North Valeriefort,Arizona,USA,2023-01-17,60,Other
CUST_00180,Randy Cannon,ybrooks@example.com,Bennettside,Florida,USA,2023-08-11,49,M
CUST_00181,Barbara Haney,urice@example.org,Port Andrewport,New Jersey,USA,2024-05-22,30,F
CUST_00182,Jessica Gray,johnreed@example.com,Lake Kathy,Arizona,USA,2024-06-07,31,M
CUST_00183,Lisa Mayer,allencarlos@example.net,South Carlaton,Kansas,USA,2024-09-20,55,Other
CUST_00184,Jeffrey Fernandez,taylorvictoria@example.org,Barbaramouth,Kansas,USA,2024-07-29,52,M
CUST_00185,Victoria Boyd,dturner@example.net,Lake Erika,Oklahoma,USA,2023-08-23,65,F
CUST_00186,Gregory Schneider,ufloyd@example.net,Russellport,Missouri,USA,2024-01-20,21,M
CUST_00187,Kara Atkinson,meredith27@example.org,Faulknerside,North Dakota,USA,2023-05-23,55,F
CUST_00188,David Rivera,nielsenmelanie@example.org,North Joseph,Utah,USA,2023-04-15,50,Other
CUST_00189,Shelly Lopez,timothybooth@example.com,Susantown,Indiana,USA,2024-04-14,28,M
CUST_00190,Patrick Burgess,srocha@example.net,South Rose,Oklahoma,USA,2024-12-28,50,M
CUST_00191,Jamie Ferguson,kyle58@example.com,Garciafort,Wisconsin,USA,2023-09-07,72,M
CUST_00192,Dale Edwards,hartjeffrey@example.org,West Angelashire,Pennsylvania,USA,2024-10-14,22,Other
CUST_00193,Christian Rivera,phudson@example.com,Jonathanfort,Washington,USA,2024-07-13,22,Other
CUST_00194,Julia Oconnor,gary87@example.org,New Arthurland,Texas,USA,2024-05-13,73,M
CUST_00195,Jennifer Kirby,carloshernandez@example.org,Brooksfort,Texas,USA,2023-02-07,43,M
CUST_00196,Joseph Jenkins,morenojoshua@example.com,New Lisachester,Idaho,USA,2024-01-14,74,Other
CUST_00197,Kelly Allen,lisa46@example.org,Susanmouth,Oregon,USA,2023-03-25,33,Other
CUST_00198,Courtney Sutton DVM,davisnicholas@example.net,Browntown,Vermont,USA,2023-07-08,56,M
CUST_00199,Ryan Newman,ariel18@example.org,East Rachel,Vermont,USA,2023-05-14,57,M
CUST_00200,Denise Glass,rachel90@example.org,Alexisborough,Pennsylvania,USA,2024-11-20,44,Other
CUST_00201,Michelle Sanders,evansanne@example.net,Rhodesside,Michigan,USA,2023-04-22,55,Other
CUST_00202,Brenda Hinton,masonterri@example.org,South Jesseland,Michigan,USA,2023-10-26,51,F
CUST_00203,Tina Sanders,anthony47@example.com,West Angela,Missouri,USA,2024-04-15,34,M
CUST_00204,Kevin James,lauren11@example.com,South Jennifer,South Dakota,USA,2023-12-02,60,Other
CUST_00205,Emily Rodriguez,hahnsean@example.com,East Christopherchester,New Hampshire,USA,2023-04-30,38,M
CUST_00206,Jennifer Johnson,angela99@example.com,Smithchester,Missouri,USA,2024-03-08,34,F
CUST_00207,Steven Stein,ashleyjackson@example.com,East Joseph,Louisiana,USA,2024-08-28,26,Other
CUST_00208,Christopher Hill,todd15@example.com,Lake Colleen,Rhode Island,USA,2024-01-19,59,F
CUST_00209,Brian Torres,ncook@example.com,Scottchester,Tennessee,USA,2024-04-23,47,F
CUST_00210,Frank Valentine,timothythompson@example.com,Kellyfort,Oregon,USA,2024-04-06,66,M
CUST_00211,James Velasquez,kdiaz@example.org,Lake Katrina,Alaska,USA,2024-08-30,18,F
CUST_00212,Michael Gonzales,marie16@example.net,Taylorport,Kansas,USA,2024-07-18,57,Other
CUST_00213,Michelle Mccormick,colecarla@example.net,Fergusonchester,Ohio,USA,2023-07-16,24,M
CUST_00214,Heather Woodard,rodriguezjohn@example.net,Gabrielton,Oregon,USA,2023-01-29,52,M
CUST_00215,Jennifer Goodwin,grodriguez@example.com,New Julie,Oklahoma,USA,2024-05-16,50,F
CUST_00216,Connie Brooks,lbarton@example.net,West Whitney,New Mexico,USA,2024-03-26,26,F
CUST_00217,Thomas Miller,michaelcooper@example.org,Baileyville,New Hampshire,USA,2023-03-23,74,M
CUST_00218,Emma Evans,johnsonmatthew@example.org,Lake John,Idaho,USA,2024-07-14,74,M
CUST_00219,Justin Mullen,laurensoto@example.org,Fosterborough,New Hampshire,USA,2024-03-04,41,F
CUST_00220,Aaron Lewis,karen19@example.org,West Mark,New Jersey,USA,2024-04-04,28,F
CUST_00221,Scott Rose,candice96@example.net,West Michaelmouth,South Carolina,USA,2023-03-30,71,Other
CUST_00222,Michele Evans,powerslawrence@example.org,Darylstad,Vermont,USA,2023-05-15,63,F
CUST_00223,Jennifer Taylor,fhenderson@example.net,New Garrett,Maine,USA,2023-04-20,57,Other
CUST_00224,Ryan Harvey,stephanie72@example.org,Maynardhaven,Tennessee,USA,2023-04-19,51,M
CUST_00225,John Mckinney,fburns@example.net,Port Kathleenport,Arizona,USA,2024-01-20,60,Other
CUST_00226,Dylan Norman,hdunn@example.net,West Kimberlystad,Ohio,USA,2023-08-02,37,Other
CUST_00227,Olivia Alexander,veronicagarcia@example.net,West Nancy,Arizona,USA,2024-09-30,24,M
CUST_00228,Scott Miller,rowejoel@example.net,Michellechester,Hawaii,USA,2023-12-16,34,M
CUST_00229,Daniel Clark,hudsonamanda@example.net,West Tiffany,Maine,USA,2024-04-23,74,M
CUST_00230,Tiffany Robertson,taylorkaren@example.com,West Michelleberg,Vermont,USA,2023-08-13,65,Other
CUST_00231,Charles Morris,kathleenlowe@example.com,New Cynthia,South Dakota,USA,2024-11-03,27,F
CUST_00232,Bernard Norton,powellkara@example.net,Shawnfort,Massachusetts,USA,2023-11-18,36,Other
CUST_00233,Raymond Oconnor,sreid@example.com,Port Amandaborough,Nevada,USA,2024-03-28,31,Other
CUST_00234,Derrick Clayton,amy29@example.com,Patriciaton,Arizona,USA,2024-10-02,39,M
CUST_00235,Sara Smith,scottsmith@example.com,Lake Regina,Tennessee,USA,2023-03-19,61,Other
CUST_00236,Timothy Hill,john52@example.org,Garrettbury,Nevada,USA,2023-08-23,72,F
CUST_00237,Brandon Lewis,andersonjeremy@example.net,Smithmouth,Delaware,USA,2024-05-24,50,F
CUST_00238,Carlos Jones,zdavis@example.org,West Michaelport,Florida,USA,2024-10-30,34,M
CUST_00239,Nicole Anderson,caseyelliott@example.net,South Michael,Indiana,USA,2023-10-25,23,Other
CUST_00240,Tamara Jensen,fheath@example.org,Port David,Washington,USA,2024-05-02,45,F
CUST_00241,Jeffrey Moody,joshuamiller@example.net,Kimberlytown,Texas,USA,2023-10-26,20,M
CUST_00242,Joseph Hicks,dphillips@example.org,Cruzbury,New York,USA,2024-11-11,39,M
CUST_00243,Kelsey Levine,sarah26@example.net,Diazburgh,Wisconsin,USA,2024-05-10,58,F
CUST_00244,Patricia Smith,smithjason@example.org,Hunterhaven,Wyoming,USA,2024-01-01,28,Other
CUST_00245,James Davidson,joshuacollins@example.net,Port Eric,Massachusetts,USA,2023-11-19,46,Other
CUST_00246,Pamela Santos,collinssamuel@example.org,East Christopherchester,Delaware,USA,2023-10-31,63,F
CUST_00247,Amy Wade,davidzimmerman@example.net,East Tylerstad,North Dakota,USA,2023-12-19,53,M
CUST_00248,Michelle Jackson,karamarks@example.net,Port Rachelmouth,Nevada,USA,2024-02-06,25,M
CUST_00249,Deborah Proctor,crawfordwilliam@example.org,Villarrealburgh,Mississippi,USA,2023-07-31,74,Other
CUST_00250,Brian Berry,perezwilliam@example.org,East Brandonstad,Missouri,USA,2023-05-03,75,M
CUST_00251,Timothy Mathews,pwalker@example.com,Josephland,Oregon,USA,2024-12-15,52,M
CUST_00252,Michael Williams,lindajarvis@example.com,South Michelleport,Massachusetts,USA,2023-10-17,71,F
CUST_00253,Aimee Gonzalez,jodi37@example.com,Cuevasborough,Washington,USA,2023-03-09,55,Other
CUST_00254,Rebecca Hernandez,ijohnson@example.com,West Aaronfurt,West Virginia,USA,2024-11-30,27,F
CUST_00255,Daniel Bird,dvasquez@example.org,Christopherbury,North Dakota,USA,2024-07-18,26,M
CUST_00256,Jacqueline Villegas,carpenterwilliam@example.net,Jonesshire,Arkansas,USA,2023-11-17,37,F
CUST_00257,Bianca Carter,sara65@example.com,Nelsonland,Illinois,USA,2023-12-04,75,M
CUST_00258,Lauren Moore,shannonedwards@example.org,Tamiborough,New Hampshire,USA,2023-04-16,75,F
CUST_00259,Samuel Davis,margaret90@example.org,Eddiebury,Minnesota,USA,2023-08-28,31,Other
CUST_00260,Megan Green,anthonysullivan@example.com,North Steven,Florida,USA,2023-11-04,33,Other
CUST_00261,Ronald Haas,jamesmorales@example.net,New Brendaland,Alaska,USA,2023-04-05,24,F
CUST_00262,Matthew Lamb,steinmaria@example.com,North Sheriton,Hawaii,USA,2023-02-20,67,Other
CUST_00263,Samantha Foster,reyesronald@example.com,East Joshua,New Hampshire,USA,2024-12-18,74,F
CUST_00264,Lucas Jensen,victor87@example.org,West Patrickchester,Illinois,USA,2024-11-17,57,Other
CUST_00265,Kelly Mccoy,mayokimberly@example.com,Stephensfort,Minnesota,USA,2024-05-14,27,M
CUST_00266,Erica Nelson,floresjeffery@example.com,Port Victoriahaven,Minnesota,USA,2024-12-09,73,M
CUST_00267,Crystal Moore,dianeadams@example.net,Port Wendybury,Oregon,USA,2024-08-18,69,M
CUST_00268,Mrs. Taylor Frey,gregorywatkins@example.net,Robintown,Virginia,USA,2024-10-19,74,F
